county,county,fips_code,dem_2008,gop_2008,oth_2008,2008
KY,scott,21209,7712,11782,236,2008
TX,van zandt,48467,4505,15734,156,2008
NE,washington,31177,3711,6425,184,2008
MO,scotland,29199,793,1249,56,2008
TN,clay,47027,1248,1676,70,2008
WI,sauk,55111,18167,11562,447,2008
TX,briscoe,48045,205,617,8,2008
SC,anderson,45007,24132,48690,965,2008
TX,dickens,48125,234,730,8,2008
IA,taylor,19173,1347,1607,72,2008
NC,wilkes,37193,8934,20288,502,2008
MN,lincoln,27081,1517,1491,118,2008
TX,parmer,48369,719,2969,25,2008
AL,barbour,01005,5697,5866,67,2008
PA,washington,42125,46122,50752,1173,2008
VA,carroll,51035,4109,8187,283,2008
TN,crockett,47033,1967,3994,76,2008
OH,champaign,39021,7385,11141,361,2008
NY,lewis,36049,4986,5969,183,2008
MO,new madrid,29143,3370,4593,129,2008
VA,nottoway,51135,3413,3499,76,2008
MI,leelanau,26089,7355,6938,171,2008
TX,knox,48275,367,986,15,2008
VA,gloucester,51073,6916,12089,217,2008
NM,sierra,35051,2352,3017,116,2008
CA,san benito,06069,11917,7425,363,2008
OR,multnomah,41051,279696,75171,9843,2008
VA,falls church city,51610,4695,1970,85,2008
TX,hansford,48195,240,1847,15,2008
GA,brantley,13025,1119,5080,78,2008
MN,le sueur,27079,6994,7636,379,2008
NY,new york,36061,572126,89906,5562,2008
IN,jasper,18073,5044,7669,162,2008
KY,ohio,21183,4059,5687,192,2008
KY,grant,21081,3112,5510,132,2008
AR,cleveland,05025,911,2451,143,2008
MN,houston,27055,5906,4743,234,2008
NC,new hanover,37129,49145,50544,976,2008
MI,baraga,26013,1725,1846,73,2008
TX,hale,48189,2708,7171,64,2008
KS,scott,20171,321,1823,35,2008
TX,hemphill,48211,216,1345,9,2008
HI,kauai,15007,20416,6245,563,2008
WV,mcdowell,54047,3430,2882,118,2008
LA,grant parish,22043,1474,6907,177,2008
OH,sandusky,39143,15601,14190,582,2008
TX,val verde,48465,6982,5752,86,2008
TX,lamb,48279,1156,3344,25,2008
NC,chowan,37041,3688,3773,51,2008
ND,sioux,38085,1145,215,18,2008
OH,morgan,39115,2966,3440,202,2008
AL,fayette,01057,1994,5883,80,2008
LA,caddo parish,22017,55536,52228,896,2008
GA,mcintosh,13191,2905,3282,42,2008
VA,louisa,51109,6978,8182,193,2008
SD,todd,46121,2208,571,49,2008
NE,hayes,31085,85,461,7,2008
WI,sawyer,55113,4765,4199,121,2008
CA,santa barbara,06083,105614,65585,3713,2008
VA,waynesboro city,51820,3906,4815,139,2008
MS,hinds,28049,75401,32949,552,2008
RI,kent,44003,48406,33780,1492,2008
KY,washington,21229,1890,3305,80,2008
NC,edgecombe,37065,17403,8445,82,2008
MN,clearwater,27029,1877,2291,93,2008
IL,greene,17061,2619,3053,135,2008
KY,bullitt,21029,10177,20102,447,2008
VA,giles,51071,3192,4462,141,2008
KS,hodgeman,20083,211,865,20,2008
KS,douglas,20045,34398,17929,1071,2008
OK,mayes,40097,5749,10234,0,2008
LA,tangipahoa parish,22105,16438,31434,730,2008
NY,chautauqua,36013,29129,28579,1094,2008
MA,dukes,25007,7913,2442,198,2008
KS,morris,20127,907,1875,59,2008
TX,el paso,48141,122021,61783,1429,2008
MT,fallon,30025,318,1064,50,2008
WI,clark,55019,7454,6383,350,2008
IA,shelby,19165,2863,3488,102,2008
GA,effingham,13103,4936,15230,150,2008
WI,buffalo,55011,3949,2923,128,2008
NE,dixon,31051,946,1785,63,2008
OR,grant,41023,1006,2785,118,2008
MD,prince george's,24033,332396,38833,2797,2008
MO,warren,29219,6705,8675,196,2008
NY,livingston,36051,13655,16030,464,2008
TX,refugio,48391,1382,1855,24,2008
LA,bienville parish,22013,3589,3776,65,2008
LA,cameron parish,22023,613,3089,91,2008
IL,edgar,17045,3743,4398,114,2008
KY,christian,21047,8880,13699,199,2008
GA,macon,13193,3251,1712,18,2008
AL,baldwin,01003,19386,61271,756,2008
ND,williams,38105,2921,6291,161,2008
IA,jones,19105,5446,4405,153,2008
LA,saint john the baptist parish,22095,12424,8912,320,2008
NV,washoe,32031,99671,76880,2624,2008
KS,stanton,20187,188,628,11,2008
IN,rush,18139,3229,4271,129,2008
MO,cass,29037,19844,29695,640,2008
ND,mercer,38057,1476,2789,132,2008
WI,eau claire,55035,33146,20959,905,2008
MO,grundy,29079,1580,3006,154,2008
TN,henderson,47077,3021,7669,144,2008
NM,luna,35029,4311,3870,159,2008
TN,union,47173,1829,4467,103,2008
TX,angelina,48005,9379,19569,205,2008
SD,hanson,46061,961,1426,44,2008
TX,kinney,48271,633,907,11,2008
OH,coshocton,39031,7689,8675,499,2008
OK,dewey,40043,346,1857,0,2008
CA,riverside,06065,325017,310041,12241,2008
MT,wibaux,30109,146,379,36,2008
TX,medina,48325,5147,10480,110,2008
CT,litchfield,09005,51041,46173,1752,2008
KS,decatur,20039,343,1189,16,2008
GA,bartow,13015,9662,25976,455,2008
CO,gunnison,08051,5556,3131,183,2008
MT,judith basin,30045,397,801,38,2008
IL,la salle,17099,27443,21872,870,2008
OK,noble,40103,1174,3881,0,2008
WA,adams,53001,1552,3222,84,2008
IA,kossuth,19109,4625,4329,143,2008
VA,accomack,51001,7607,7833,183,2008
IA,grundy,19075,2790,3945,93,2008
ME,cumberland,23005,105218,56186,2747,2008
NC,jackson,37099,8766,7854,246,2008
OH,muskingum,39119,17730,20549,792,2008
IL,stephenson,17177,11349,9909,347,2008
CO,hinsdale,08053,240,344,15,2008
OK,major,40093,515,2956,0,2008
TX,gillespie,48171,2576,9563,199,2008
CA,placer,06061,75112,94647,3348,2008
MN,todd,27153,5277,6637,343,2008
OH,delaware,39041,36653,54778,985,2008
ID,oneida,16071,381,1724,57,2008
KY,calloway,21035,6165,8991,248,2008
FL,calhoun,12013,1821,4345,78,2008
NY,cattaraugus,36009,14307,17770,540,2008
IN,huntington,18069,5843,10291,194,2008
OH,mahoning,39099,79173,45319,2540,2008
TX,callahan,48059,1063,4589,64,2008
TN,sumner,47165,21487,44949,792,2008
SD,roberts,46109,2672,1781,83,2008
IL,wabash,17185,2462,3254,66,2008
KS,miami,20121,5742,9382,253,2008
MN,steele,27147,9016,10068,572,2008
VA,floyd,51063,2937,4441,138,2008
ID,canyon,16027,20147,42752,1347,2008
SC,florence,45041,28012,29861,500,2008
MO,gasconade,29073,2899,4763,109,2008
ID,blaine,16013,6947,3439,185,2008
NE,platte,31141,3796,9373,251,2008
PA,centre,42027,41950,32992,821,2008
GA,gilmer,13123,2614,8408,127,2008
FL,gadsden,12039,15582,6811,117,2008
TX,goliad,48175,1329,2298,28,2008
AR,washington,05143,29021,37963,1396,2008
OR,douglas,41019,20298,30919,1720,2008
IA,wapello,19179,8820,6663,448,2008
MO,osage,29151,1907,5062,110,2008
MS,benton,28009,2227,2329,82,2008
TX,gray,48179,1153,6924,56,2008
GA,baldwin,13009,8587,7823,127,2008
GA,bleckley,13023,1380,3657,34,2008
TN,hardin,47071,2794,7077,164,2008
NV,nye,32023,7226,9537,505,2008
OH,greene,39057,33540,48936,1113,2008
TN,hickman,47081,3563,4784,151,2008
TX,waller,48473,7153,8265,90,2008
WI,sheboygan,55117,30395,30801,911,2008
CO,chaffee,08015,4861,4873,186,2008
KY,mason,21161,2891,4102,128,2008
OR,lane,41039,114037,63835,5038,2008
GA,atkinson,13003,938,1941,25,2008
CT,tolland,09013,45053,29266,1182,2008
OK,ellis,40045,282,1627,0,2008
GA,chattahoochee,13053,830,811,1,2008
LA,sabine parish,22085,2245,7226,181,2008
WI,price,55099,4559,3461,174,2008
KS,seward,20175,1493,3791,52,2008
MS,tishomingo,28141,1962,6249,208,2008
IN,knox,18083,7569,8639,216,2008
NC,avery,37011,2178,5681,84,2008
LA,bossier parish,22015,12703,32713,419,2008
OH,lake,39085,60155,59142,2038,2008
AR,jefferson,05069,18465,10655,569,2008
MT,glacier,30035,3423,1451,96,2008
NE,polk,31143,668,1822,53,2008
WI,pierce,55093,11803,9812,492,2008
VA,essex,51057,2934,2379,51,2008
TX,burleson,48051,2053,4547,65,2008
GA,oglethorpe,13221,2232,4144,71,2008
AR,craighead,05031,11294,18881,793,2008
KY,carroll,21041,1716,2032,87,2008
GA,terrell,13273,2501,1890,25,2008
PA,berks,42011,97047,80513,2440,2008
IN,brown,18013,3854,4060,141,2008
ND,richland,38077,3513,3900,150,2008
PA,bucks,42017,179031,150248,3645,2008
ID,boise,16015,1240,2433,100,2008
NY,ulster,36111,54320,33300,1529,2008
MO,jackson,29095,210824,124687,3755,2008
UT,wayne,49055,335,940,39,2008
KS,rush,20165,504,1225,52,2008
OR,union,41061,4613,7581,400,2008
MO,sainte genevieve,29186,4979,3732,114,2008
MT,toole,30101,737,1317,67,2008
NC,rockingham,37157,17255,23899,458,2008
AR,stone,05137,1598,3534,192,2008
OH,ottawa,39123,12064,10618,402,2008
MO,harrison,29081,1287,2512,116,2008
MN,yellow medicine,27173,2816,2579,174,2008
AR,desha,05041,2569,1999,110,2008
MN,chippewa,27023,3280,2907,169,2008
TN,lake,47095,1024,1175,39,2008
LA,catahoula parish,22025,1659,3486,80,2008
TX,bastrop,48021,11687,13817,414,2008
OH,van wert,39161,5178,9168,306,2008
FL,taylor,12123,2803,6457,106,2008
GA,greene,13133,3339,4532,48,2008
WY,fremont,56013,6016,11083,493,2008
NY,warren,36113,16281,15429,535,2008
IA,dallas,19049,15149,16954,537,2008
CO,san juan,08111,264,218,14,2008
WA,chelan,53007,13781,17605,572,2008
VA,isle of wight,51093,8573,11258,166,2008
IN,monroe,18105,41450,21118,647,2008
VA,grayson,51077,2480,4540,200,2008
TX,stephens,48429,626,2869,31,2008
CO,archuleta,08007,2836,3638,151,2008
CO,adams,08001,93443,63976,3080,2008
MI,alcona,26001,2896,3404,120,2008
NC,mecklenburg,37119,253958,153848,3011,2008
KY,menifee,21165,1276,1155,58,2008
WV,randolph,54083,4539,6060,232,2008
TX,san saba,48411,487,1941,29,2008
WV,preston,54077,4205,7325,264,2008
AL,covington,01039,3240,12444,103,2008
HI,hawaii,15001,50819,14866,1231,2008
AR,howard,05061,1746,2957,143,2008
NM,hidalgo,35023,993,936,22,2008
MI,sanilac,26151,9047,10679,443,2008
SD,corson,46031,837,535,34,2008
PA,venango,42121,9238,13718,351,2008
OH,vinton,39163,2463,3021,162,2008
GA,rabun,13241,2001,5487,111,2008
TX,montague,48337,1597,6245,108,2008
GA,towns,13281,1391,4292,56,2008
IA,buena vista,19021,4075,4223,120,2008
MO,pulaski,29169,5249,9552,199,2008
AR,hempstead,05057,2869,4273,207,2008
MN,kandiyohi,27067,10125,11319,451,2008
OH,clinton,39027,6558,12409,338,2008
OR,jefferson,41031,3682,4402,234,2008
ND,stark,38089,3802,7024,244,2008
WV,doddridge,54017,735,2218,65,2008
KY,lawrence,21127,2036,3503,110,2008
MI,emmet,26047,8515,9314,320,2008
WA,clallam,53009,19470,18199,850,2008
SC,cherokee,45021,7215,13305,246,2008
MN,stearns,27145,35690,41194,1872,2008
VA,colonial heights city,51570,2562,6161,126,2008
MS,clarke,28023,3121,5229,47,2008
MD,charles,24017,43635,25732,759,2008
AR,prairie,05117,1048,2223,110,2008
TX,blanco,48031,1467,3418,54,2008
KY,metcalfe,21169,1350,2734,115,2008
NY,saratoga,36091,56645,52855,1887,2008
IL,carroll,17015,3965,3596,113,2008
PA,jefferson,42065,6447,12057,298,2008
MS,carroll,28015,2037,3902,26,2008
FL,clay,12019,26697,67203,677,2008
FL,sarasota,12115,102686,102897,1770,2008
FL,lee,12071,119701,147608,1967,2008
MO,shelby,29205,1114,2166,36,2008
VA,king george,51099,4473,5888,113,2008
AR,cleburne,05023,2951,7962,425,2008
MN,big stone,27011,1552,1362,76,2008
AR,lincoln,05079,1710,2513,183,2008
KY,union,21225,2804,3120,110,2008
NC,caswell,37033,5545,5208,109,2008
PA,clinton,42035,7097,7504,190,2008
NE,cherry,31031,599,2360,100,2008
CA,glenn,06021,3734,5910,235,2008
WY,sheridan,56033,4458,10177,346,2008
NE,antelope,31003,757,2383,45,2008
KS,logan,20109,225,1187,28,2008
KY,warren,21227,17669,25993,483,2008
ID,lemhi,16059,1061,2938,106,2008
MO,morgan,29141,3565,5451,133,2008
TN,johnson,47091,1837,4621,133,2008
GA,crisp,13081,3085,4424,41,2008
ID,cassia,16031,1332,6309,201,2008
ND,sheridan,38083,229,555,19,2008
IL,johnson,17087,1871,3912,118,2008
CT,middlesex,09007,52983,32918,1351,2008
FL,lake,12069,62948,82802,1176,2008
NM,quay,35037,1547,2367,82,2008
TX,donley,48129,291,1374,25,2008
AR,hot spring,05059,4288,7209,458,2008
AL,perry,01105,4457,1679,23,2008
TN,williamson,47187,27886,64858,902,2008
NV,mineral,32021,1082,1131,60,2008
TN,hawkins,47073,5930,14756,354,2008
IN,washington,18175,4562,6519,224,2008
VA,arlington,51013,78994,29876,1283,2008
NC,jones,37103,2378,2817,32,2008
CO,moffat,08081,1582,4135,154,2008
VA,montgomery,51121,21031,19028,594,2008
TX,wheeler,48483,314,1918,13,2008
KS,comanche,20033,194,765,15,2008
TN,mcnairy,47109,20209,23290,347,2008
MI,iron,26071,3080,2947,135,2008
SD,brookings,46011,7207,6431,307,2008
IN,warren,18171,1755,2166,77,2008
KY,cumberland,21057,697,2056,44,2008
MO,cape girardeau,29031,12208,24768,379,2008
ND,kidder,38043,422,752,54,2008
AZ,la paz,04012,1929,3509,114,2008
NC,anson,37007,6456,4207,70,2008
TX,hartley,48205,250,1711,24,2008
FL,orange,12095,273009,186832,2870,2008
KY,hancock,21091,2135,1928,81,2008
OR,klamath,41035,9370,19113,916,2008
WV,mineral,54057,3750,7616,181,2008
LA,vermilion parish,22113,6266,18069,498,2008
MI,missaukee,26113,2898,4469,125,2008
AR,cross,05037,2580,4393,157,2008
CT,windham,09015,28673,21210,961,2008
MO,gentry,29075,1235,1964,93,2008
MS,marion,28091,4422,8513,75,2008
NH,hillsborough,33011,104820,97178,1801,2008
IA,page,19145,2900,4351,105,2008
NC,orange,37135,53806,20266,838,2008
TN,hancock,47067,604,1588,49,2008
KS,bourbon,20011,2394,4240,147,2008
CO,montrose,08085,6495,12199,459,2008
IN,montgomery,18107,6013,9060,212,2008
GA,banks,13011,1027,5120,94,2008
NM,lea,35025,5108,13347,190,2008
WV,lewis,54041,2109,4335,159,2008
MO,dent,29065,2056,4655,157,2008
MS,pontotoc,28115,2982,9727,159,2008
TX,chambers,48071,3188,9988,116,2008
NC,davie,37059,6178,13981,209,2008
NM,bernalillo,35001,171556,110521,3701,2008
FL,flagler,12035,24726,23951,354,2008
MO,madison,29123,2042,2897,89,2008
NM,roosevelt,35041,2303,4311,106,2008
TX,hunt,48231,8594,20573,357,2008
IN,madison,18095,30152,26403,785,2008
TX,orange,48361,7646,21509,251,2008
MT,granite,30039,601,1013,101,2008
TX,bosque,48035,1797,5762,87,2008
KY,jefferson,21111,196435,153957,3500,2008
CA,alameda,06001,489106,119555,12368,2008
OK,nowata,40105,1411,3031,0,2008
TX,garza,48169,375,1356,19,2008
KS,stafford,20185,542,1495,37,2008
MI,calhoun,26025,34561,28553,1082,2008
IA,davis,19051,1680,2029,106,2008
MO,perry,29157,3005,5527,115,2008
TN,warren,47177,5515,8562,323,2008
PA,allegheny,42003,373153,272347,5936,2008
NY,orleans,36073,6614,9708,262,2008
AZ,yuma,04027,18559,24577,479,2008
MS,perry,28111,1533,4067,64,2008
CT,new haven,09009,233589,144650,4647,2008
NM,san juan,35045,18028,27869,614,2008
PA,wayne,42127,9892,12702,241,2008
KY,muhlenberg,21177,6221,6447,221,2008
UT,san juan,49037,2406,2638,86,2008
MI,clinton,26037,20005,19726,650,2008
VA,danville city,51590,12352,8361,177,2008
KS,grant,20067,635,1995,31,2008
FL,monroe,12087,20907,18933,432,2008
MO,carter,29035,984,1840,74,2008
AR,arkansas,05001,2619,4185,174,2008
OK,johnston,40069,1249,2708,0,2008
NC,lenoir,37107,13378,13401,118,2008
TX,hays,48209,28431,29638,983,2008
AZ,coconino,04005,31433,22186,725,2008
KS,ottawa,20143,704,2323,59,2008
TX,swisher,48437,813,1683,39,2008
OR,wallowa,41063,1492,2836,137,2008
IA,humboldt,19091,2160,2895,67,2008
LA,saint helena parish,22091,3567,2522,95,2008
TX,grimes,48185,2704,5562,56,2008
OK,grady,40051,5520,15195,0,2008
NE,jefferson,31095,1520,2103,74,2008
OH,perry,39127,7261,7721,422,2008
TX,hutchinson,48233,1322,7361,78,2008
GA,early,13099,2603,2711,21,2008
ID,latah,16057,9195,7988,531,2008
WY,weston,56045,658,2618,117,2008
SD,gregory,46053,771,1423,53,2008
UT,morgan,49029,689,3311,161,2008
LA,caldwell parish,22021,1118,3696,79,2008
SD,buffalo,46017,454,156,9,2008
IA,monona,19133,2295,2411,90,2008
ID,bonner,16017,7840,11145,562,2008
PA,northampton,42095,75255,58551,1781,2008
VA,martinsville city,51690,4139,2311,70,2008
OK,rogers,40131,10772,27743,0,2008
WI,taylor,55119,4563,4586,197,2008
IL,perry,17145,4701,5086,208,2008
MN,cass,27021,7276,8660,371,2008
TX,shackelford,48417,208,1284,13,2008
TX,montgomery,48339,36703,119884,1260,2008
CA,stanislaus,06099,80279,77497,3239,2008
TN,campbell,47013,3867,8535,226,2008
MN,mcleod,27085,7505,10993,531,2008
MT,custer,30017,2267,3047,138,2008
TX,gaines,48165,650,3385,32,2008
NM,torrance,35057,3087,3735,119,2008
NH,coos,33007,9532,6558,169,2008
TN,perry,47135,1329,1596,75,2008
CA,ventura,06111,187601,145853,6346,2008
OK,murray,40099,1592,3746,0,2008
KS,washington,20201,659,2248,73,2008
TX,jefferson,48245,44888,42905,503,2008
IN,hamilton,18057,49704,78401,959,2008
IA,clay,19041,3925,4355,118,2008
TN,cannon,47015,2011,3322,124,2008
AL,dekalb,01049,5658,17957,400,2008
PA,juniata,42067,3068,6484,159,2008
MI,mason,26105,7817,7147,259,2008
NJ,bergen,34003,225367,186118,3248,2008
TX,bailey,48017,682,1618,16,2008
IL,calhoun,17013,1423,1221,55,2008
OK,haskell,40061,1474,3207,0,2008
MN,brown,27015,5809,7456,355,2008
SC,lancaster,45057,12139,16441,341,2008
KY,mclean,21149,1963,2386,73,2008
LA,tensas parish,22107,1646,1367,27,2008
MS,pike,28113,9276,8651,128,2008
MA,nantucket,25019,4073,1863,116,2008
GA,worth,13321,2542,5780,48,2008
MI,mackinac,26097,3027,3268,101,2008
VA,henry,51089,11118,13758,339,2008
AL,blount,01009,3522,20389,356,2008
GA,washington,13303,4607,4216,40,2008
AZ,pima,04019,206254,182406,4768,2008
ND,dunn,38025,527,1080,37,2008
KY,boyd,21019,8886,11430,354,2008
CO,larimer,08069,89822,73641,2910,2008
VA,charlotte,51037,2705,3372,80,2008
MO,livingston,29117,2435,3993,124,2008
TX,marion,48315,1644,2567,41,2008
VA,king william,51101,3344,4966,78,2008
MS,lawrence,28077,2587,4369,53,2008
SC,pickens,45077,11691,32552,885,2008
KY,breathitt,21025,2205,2671,154,2008
VA,charlottesville city,51540,15705,4078,261,2008
IL,washington,17189,3342,4473,117,2008
MO,moniteau,29135,2084,4467,114,2008
MD,allegany,24001,10693,18405,644,2008
MN,chisago,27025,12783,15789,733,2008
MO,ripley,29181,1795,3407,161,2008
TX,shelby,48419,2548,6630,42,2008
IL,vermilion,17183,16246,16054,572,2008
TX,cass,48067,3490,8279,77,2008
MI,ionia,26067,12565,14156,598,2008
MI,lake,26085,2919,2269,104,2008
IL,henderson,17071,2215,1541,58,2008
OH,crawford,39033,8288,12316,569,2008
KY,henderson,21101,10049,9523,289,2008
GA,treutlen,13283,1112,1826,16,2008
LA,east carroll parish,22035,2267,1254,38,2008
UT,davis,49011,30477,77341,3084,2008
GA,telfair,13271,1862,2486,26,2008
VA,wise,51195,4995,8914,229,2008
TX,bowie,48037,10815,24162,209,2008
TX,jasper,48241,3658,9022,96,2008
TN,haywood,47075,4893,3165,63,2008
AL,dale,01045,5270,13886,164,2008
OK,pontotoc,40123,4512,9750,0,2008
LA,claiborne parish,22027,3025,3750,66,2008
MO,chariton,29041,1799,2339,76,2008
SC,kershaw,45055,11226,16466,293,2008
VA,augusta,51015,9825,23120,393,2008
CA,santa clara,06085,462241,190039,13309,2008
MO,crawford,29055,3911,6007,167,2008
OH,ashtabula,39007,25027,18949,898,2008
GA,lanier,13173,1062,1787,24,2008
GA,jeff davis,13161,1356,3867,55,2008
IN,dekalb,18033,7175,9780,194,2008
PA,lycoming,42081,18381,30280,576,2008
TX,houston,48225,2656,5872,96,2008
ND,morton,38059,5079,7869,316,2008
PA,indiana,42063,17065,19727,510,2008
OH,warren,39165,33398,71691,1127,2008
NE,phelps,31137,1050,3360,63,2008
PA,dauphin,42043,69975,58238,1316,2008
KS,johnson,20091,127091,152627,3714,2008
MA,barnstable,25001,74264,55694,2312,2008
IA,greene,19073,2371,2349,84,2008
CA,imperial,06025,24162,14008,650,2008
IA,fayette,19065,5908,4205,146,2008
NC,alamance,37001,28918,34859,576,2008
IN,henry,18065,10059,10896,364,2008
MI,kalkaska,26079,3780,4527,192,2008
ID,power,16077,1027,1754,61,2008
SD,codington,46029,5595,6374,216,2008
SD,stanley,46117,510,1017,26,2008
OK,ottawa,40115,4268,6905,0,2008
OH,madison,39097,6532,10606,316,2008
SC,spartanburg,45083,41632,65042,1654,2008
CO,ouray,08091,1636,1367,57,2008
NC,guilford,37081,142101,97718,1952,2008
ID,payette,16075,2415,5988,210,2008
IL,bureau,17011,8889,7911,313,2008
AR,fulton,05049,1819,2702,155,2008
MT,missoula,30063,36531,20743,1801,2008
AL,hale,01065,4982,3200,32,2008
TX,crockett,48105,512,1026,7,2008
GA,glascock,13125,210,1202,16,2008
AL,monroe,01099,5025,6175,52,2008
MT,beaverhead,30001,1617,3008,138,2008
IL,saint clair,17163,76160,47958,1626,2008
MO,nodaway,29147,4493,5568,158,2008
AR,sharp,05135,2436,4535,281,2008
WV,brooke,54009,4717,4961,177,2008
KY,kenton,21117,26480,40714,1019,2008
TX,kaufman,48257,11161,23735,249,2008
ID,valley,16085,2405,2772,119,2008
MI,berrien,26021,40381,36130,1155,2008
NY,saint lawrence,36089,23706,16956,664,2008
NC,watauga,37189,14558,13344,470,2008
NY,wayne,36117,18184,22239,622,2008
CO,costilla,08023,1245,415,37,2008
IL,effingham,17049,5262,11323,250,2008
VA,fairfax,51059,310359,200994,4901,2008
OH,adams,39001,4170,6914,304,2008
IL,montgomery,17135,6491,6150,230,2008
NY,essex,36031,10390,7913,292,2008
FL,franklin,12037,2134,3818,77,2008
OH,miami,39109,18372,33417,1018,2008
WA,klickitat,53039,4965,4944,255,2008
OR,columbia,41009,13390,10413,965,2008
AL,montgomery,01101,62166,42031,546,2008
MO,cedar,29039,2060,4194,100,2008
IL,lake,17097,177242,118545,3318,2008
AR,chicot,05017,3043,2119,46,2008
GA,emanuel,13107,3068,5110,64,2008
MN,meeker,27093,5380,6737,428,2008
IL,dupage,17043,228698,183626,5649,2008
MI,muskegon,26121,53821,29145,1305,2008
NY,tompkins,36109,29826,11927,799,2008
KY,graves,21083,5843,10056,256,2008
TX,martin,48317,314,1389,12,2008
CA,monterey,06053,88453,38797,2533,2008
GA,rockdale,13247,20526,16921,259,2008
GA,evans,13109,1374,2462,19,2008
MO,jasper,29097,15730,31667,628,2008
OK,custer,40039,2660,7842,0,2008
LA,acadia parish,22001,7028,19229,454,2008
PA,warren,42123,8537,9685,295,2008
WV,taylor,54091,2462,3605,136,2008
TX,wilson,48493,5362,10904,100,2008
WI,iron,55051,1914,1464,54,2008
NC,macon,37113,6620,10317,301,2008
AR,pope,05115,6002,15568,509,2008
AL,wilcox,01131,4612,1868,14,2008
GA,habersham,13137,2900,11766,142,2008
CO,phillips,08095,622,1612,26,2008
PA,blair,42013,19813,32708,581,2008
AR,faulkner,05045,14955,25362,862,2008
AR,union,05139,6190,10677,312,2008
KS,anderson,20003,1175,2362,89,2008
MT,blaine,30005,1702,1139,83,2008
NE,howard,31093,1083,1847,66,2008
WI,kenosha,55059,45836,31609,1344,2008
TX,liberty,48291,5991,15448,187,2008
SC,edgefield,45037,5075,6334,111,2008
ND,mckenzie,38053,933,1740,42,2008
NJ,somerset,34035,79321,70085,1672,2008
NV,elko,32007,4541,10969,377,2008
WI,green,55045,11502,6730,302,2008
FL,hendry,12051,4998,5780,101,2008
NY,ontario,36069,25103,25171,746,2008
KS,barber,20007,598,1833,31,2008
NM,eddy,35015,7351,12500,242,2008
ID,lewis,16061,479,1275,50,2008
MD,wicomico,24045,19436,21849,567,2008
