county,county,fips_code,dem_2008,gop_2008,oth_2008,2008
TX,guadalupe,48187,16156,30869,436,2008
VA,norton city,51720,743,744,25,2008
SD,aurora,46003,655,794,46,2008
CO,la plata,08067,16057,11503,419,2008
VA,norfolk city,51710,62819,24814,813,2008
ID,clearwater,16035,1211,2569,126,2008
NY,jefferson,36045,18166,20220,500,2008
NH,cheshire,33005,26971,15205,425,2008
TX,wharton,48481,4937,9431,50,2008
MI,ingham,26065,93994,46483,2252,2008
IA,jasper,19099,10250,8794,377,2008
CA,lake,06033,14854,9935,753,2008
LA,west feliciana parish,22125,2415,3150,55,2008
ND,mcintosh,38051,579,916,37,2008
WI,forest,55041,2673,1963,47,2008
WA,san juan,53055,7374,2958,199,2008
MN,beltrami,27007,12019,9762,455,2008
VA,dinwiddie,51053,6246,6526,120,2008
ND,nelson,38063,907,800,45,2008
KS,graham,20065,325,1060,38,2008
NY,herkimer,36043,12094,14619,471,2008
GA,fayette,13113,20313,38501,507,2008
ME,franklin,23007,10113,6627,438,2008
ND,grant,38037,280,587,462,2008
OK,canadian,40017,11426,36428,0,2008
GA,clay,13061,879,558,3,2008
VA,roanoke city,51770,24934,15394,444,2008
GA,miller,13201,818,1899,21,2008
TX,frio,48163,2405,1644,13,2008
IL,stark,17175,1357,1513,37,2008
TX,king,48269,8,151,4,2008
MT,yellowstone,30111,32038,36483,1895,2008
NE,madison,31119,4142,9655,248,2008
RI,washington,44009,116156,49810,2667,2008
NE,pawnee,31133,483,859,42,2008
SD,day,46037,1785,1372,48,2008
IL,kendall,17093,24742,21380,509,2008
IA,cass,19029,3211,4006,133,2008
AZ,navajo,04017,15579,19761,460,2008
ID,bannock,16005,14792,19356,957,2008
TN,lawrence,47099,5161,10566,293,2008
CO,pueblo,08101,41097,30257,1073,2008
CO,fremont,08043,6844,12668,407,2008
FL,glades,12043,1381,1938,39,2008
GA,dougherty,13095,26135,12547,164,2008
GA,irwin,13155,1197,2605,26,2008
NE,frontier,31063,349,1034,21,2008
NY,greene,36039,9850,12059,426,2008
LA,lafayette parish,22055,32145,62055,1442,2008
OH,hardin,39065,5013,7749,352,2008
WY,washakie,56043,1042,2956,91,2008
WI,rusk,55107,3855,3253,164,2008
MN,fillmore,27045,5921,4993,320,2008
MO,cole,29051,13959,24385,401,2008
GA,decatur,13087,4424,5890,60,2008
IL,fulton,17057,9732,6251,340,2008
LA,iberia parish,22045,12492,20127,549,2008
SD,charles mix,46023,1807,2109,62,2008
SD,hyde,46069,226,547,12,2008
GA,union,13291,2486,8013,135,2008
IL,macoupin,17117,12090,9891,392,2008
KY,elliott,21063,1535,902,78,2008
NM,taos,35055,13816,2866,204,2008
SD,deuel,46039,1054,1088,76,2008
IA,butler,19023,3364,3700,102,2008
NC,swain,37173,2806,2900,92,2008
TX,mcculloch,48307,728,2263,19,2008
OK,le flore,40079,5136,11605,0,2008
MS,grenada,28043,5029,6234,58,2008
TX,hopkins,48223,3530,9299,90,2008
KY,clark,21049,5749,9664,215,2008
PA,wyoming,42131,5985,6983,170,2008
KS,lyon,20111,5924,6698,289,2008
TN,hardeman,47069,5919,5225,93,2008
WV,lincoln,54043,3029,3637,169,2008
GA,henry,13151,40567,47157,587,2008
KS,lane,20101,193,814,20,2008
TX,glasscock,48173,52,502,3,2008
CA,san mateo,06081,222826,75057,5409,2008
ND,bowman,38011,478,1107,55,2008
VA,buchanan,51027,4063,4541,130,2008
WY,crook,56011,612,2967,104,2008
IL,winnebago,17201,70034,53886,2111,2008
VA,fredericksburg city,51630,6155,3413,109,2008
TX,leon,48289,1418,5566,57,2008
WI,vernon,55123,8463,5367,245,2008
IL,menard,17129,2706,3672,86,2008
TX,mills,48333,398,1753,26,2008
KY,anderson,21005,3462,6885,205,2008
NC,mitchell,37121,2238,5499,109,2008
IA,washington,19183,5170,5247,209,2008
NE,fillmore,31059,962,1913,72,2008
ID,camas,16025,187,422,9,2008
IL,williamson,17199,12589,17039,513,2008
SC,fairfield,45039,7591,3912,116,2008
AL,lawrence,01079,5164,9277,239,2008
FL,highlands,12055,18135,26221,427,2008
IA,guthrie,19077,2625,3074,148,2008
NE,scotts bluff,31157,4745,9708,277,2008
MO,washington,29221,4711,4706,197,2008
WA,yakima,53077,33792,41946,1324,2008
MO,mcdonald,29119,2454,5499,182,2008
KY,gallatin,21077,1278,1840,75,2008
TX,yoakum,48501,450,1989,19,2008
PA,pike,42103,11493,12518,273,2008
MO,dade,29057,1184,2864,64,2008
TX,rusk,48401,4983,13646,93,2008
KS,osborne,20141,403,1490,37,2008
IA,webster,19187,9917,8337,300,2008
PA,lebanon,42075,23310,34314,673,2008
KS,labette,20099,3839,5001,191,2008
TX,cochran,48079,284,758,15,2008
MD,harford,24025,48552,71751,2992,2008
FL,charlotte,12015,39031,45205,922,2008
GA,brooks,13027,2669,3507,25,2008
MO,franklin,29071,21256,27355,682,2008
OR,sherman,41055,385,634,28,2008
CA,nevada,06057,28617,25663,1367,2008
TN,dekalb,47041,2832,4085,148,2008
MI,midland,26111,20701,22263,743,2008
NJ,essex,34013,240306,74063,1814,2008
KY,martin,21159,808,2824,60,2008
IA,ida,19093,1454,2036,57,2008
OH,lorain,39093,85276,59068,2515,2008
SC,bamberg,45009,4426,2309,79,2008
TN,robertson,47147,9318,17903,393,2008
TN,trousdale,47169,1475,1688,76,2008
MO,saint charles,29183,84183,102550,1796,2008
WV,gilmer,54021,1004,1445,72,2008
NC,hyde,37095,1241,1212,16,2008
TN,mcminn,47107,2060,5145,155,2008
KY,meade,21163,4343,6691,172,2008
KS,harvey,20079,6318,9006,289,2008
WI,iowa,55049,7987,3829,153,2008
NY,suffolk,36103,346549,307021,6209,2008
VA,portsmouth city,51740,32327,13984,354,2008
SD,edmunds,46045,819,1213,44,2008
ID,teton,16081,2302,2263,93,2008
GA,polk,13233,4052,9850,211,2008
OH,summit,39153,155105,110499,3455,2008
WA,lincoln,53043,2032,3803,142,2008
VA,winchester city,51840,5268,4725,133,2008
WA,benton,53005,26288,45345,1278,2008
GA,gordon,13129,4268,13113,226,2008
MN,swift,27151,2907,2184,153,2008
IA,howard,19089,2941,1722,65,2008
IA,muscatine,19139,10920,7929,270,2008
UT,uintah,49047,1462,8441,248,2008
IN,parke,18121,2924,3909,131,2008
AZ,graham,04009,3487,8376,144,2008
KY,campbell,21037,15622,24046,629,2008
CO,arapahoe,08005,148218,113866,4064,2008
NC,washington,37187,3748,2670,36,2008
WI,portage,55097,24817,13810,795,2008
MO,audrain,29007,4434,6167,180,2008
MN,cottonwood,27033,2759,3157,120,2008
VA,loudoun,51107,74845,63336,1278,2008
VA,orange,51137,7107,8506,188,2008
NE,keith,31101,974,2942,52,2008
CO,gilpin,08047,1954,1253,94,2008
KY,magoffin,21153,2105,2434,112,2008
OH,highland,39071,6856,11907,423,2008
WI,dane,55025,205984,73065,3890,2008
VA,lunenburg,51111,2703,2900,47,2008
WA,pacific,53049,6094,4555,288,2008
MN,benton,27009,8454,10338,547,2008
PA,perry,42099,6396,13058,291,2008
AR,calhoun,05013,691,1462,64,2008
KS,norton,20137,497,1878,40,2008
OK,washington,40147,6308,16457,0,2008
ME,penobscot,23019,41514,37495,1358,2008
OH,ashland,39005,9300,15158,710,2008
MN,lac qui parle,27073,2160,1912,120,2008
CO,routt,08107,8270,4725,204,2008
MO,montgomery,29139,2347,3428,81,2008
WV,roane,54087,2511,2943,109,2008
AR,greene,05055,4541,8578,493,2008
MN,blue earth,27013,19325,14782,963,2008
OK,carter,40019,5603,13241,0,2008
KS,greenwood,20073,622,1619,38,2008
IL,gallatin,17059,1587,1212,60,2008
PA,greene,42059,7829,7889,258,2008
MS,attala,28007,3849,5273,61,2008
VA,sussex,51183,3301,2026,36,2008
WI,washington,55131,25719,47729,963,2008
MN,mower,27099,11605,7075,507,2008
AL,sumter,01119,5264,1731,25,2008
AL,lowndes,01085,5449,1809,20,2008
TX,culberson,48109,492,257,10,2008
IL,grundy,17063,11063,10687,421,2008
TN,chester,47023,1797,4587,75,2008
SD,jackson,46071,435,668,30,2008
MD,baltimore,24005,214151,158714,8073,2008
TX,tarrant,48439,274880,348420,5253,2008
ND,ramsey,38071,2314,2361,87,2008
KS,mcpherson,20113,4218,8937,230,2008
KS,jewell,20089,313,1231,40,2008
OR,washington,41067,141544,89185,5903,2008
OK,garvin,40049,3028,7710,0,2008
GA,mcduffie,13189,3989,5400,51,2008
TN,cheatham,47021,5498,10702,228,2008
NY,onondaga,36067,129317,84972,3950,2008
CO,broomfield,08014,16168,12757,528,2008
IN,crawford,18025,2286,2393,65,2008
MS,greene,28041,1366,4361,62,2008
OH,licking,39089,33932,46918,1506,2008
IA,buchanan,19019,6050,4139,149,2008
NC,vance,37181,13166,7606,99,2008
LA,madison parish,22065,3100,2152,48,2008
GA,lowndes,13185,17597,21269,212,2008
CO,boulder,08013,124159,44904,2700,2008
KS,rooks,20163,468,2068,52,2008
NC,buncombe,37021,69716,52494,1585,2008
TX,gonzales,48177,2167,4076,44,2008
FL,manatee,12081,70034,80721,1239,2008
SD,lawrence,46081,4932,6787,336,2008
KY,nicholas,21181,1272,1634,64,2008
ND,emmons,38029,546,1230,61,2008
KS,montgomery,20125,4338,9309,260,2008
MN,crow wing,27035,15859,18567,739,2008
NY,orange,36071,78326,72042,1614,2008
NY,queens,36081,480692,155221,4224,2008
NE,webster,31181,552,1233,32,2008
KS,sedgwick,20173,82337,106849,3530,2008
GA,warren,13301,1554,1087,19,2008
WI,bayfield,55007,5972,3365,131,2008
NY,putnam,36079,21613,25145,486,2008
MS,wayne,28153,3890,6070,62,2008
MN,martin,27091,4413,6053,288,2008
VA,charles city,51036,2838,1288,27,2008
WI,lincoln,55069,8424,6519,325,2008
TX,cooke,48097,3051,11871,110,2008
ME,washington,23029,8246,8077,331,2008
TN,sullivan,47163,18354,44808,835,2008
IA,dubuque,19061,28611,18651,691,2008
KY,marion,21155,3596,3842,177,2008
VA,washington,51191,8063,16077,360,2008
NM,curry,35009,4670,9599,169,2008
CA,modoc,06049,1313,2981,126,2008
VA,caroline,51033,7163,5617,139,2008
VA,patrick,51141,2879,5491,161,2008
IA,sac,19161,2256,2705,92,2008
IL,mercer,17131,4887,3833,128,2008
WI,barron,55005,12078,10457,351,2008
MI,oceana,26127,6405,5860,244,2008
ID,lincoln,16063,545,1232,93,2008
MO,cooper,29053,2996,4902,128,2008
WA,okanogan,53047,7613,8798,459,2008
AL,pickens,01107,4594,5434,39,2008
OR,deschutes,41017,38819,39064,1899,2008
SD,davison,46035,3554,4731,170,2008
OR,josephine,41033,17412,22973,1664,2008
IL,cumberland,17035,2055,3156,110,2008
OK,jefferson,40067,805,1652,0,2008
IL,marshall,17123,3081,3145,107,2008
NM,mckinley,35031,16572,6382,253,2008
MS,simpson,28127,4817,7641,152,2008
NE,cuming,31039,1274,2732,81,2008
VA,galax city,51640,1052,1317,33,2008
SD,mellette,46095,373,445,25,2008
IA,madison,19121,3733,4579,168,2008
IN,carroll,18015,3736,4858,142,2008
VA,rockingham,51165,10453,22468,413,2008
TN,humphreys,47085,3600,3818,162,2008
FL,santa rosa,12113,19470,55972,743,2008
SD,mcpherson,46089,441,915,19,2008
IN,floyd,18043,16263,19957,307,2008
VA,amherst,51009,6094,8470,136,2008
FL,citrus,12017,31460,43706,992,2008
MT,silver bow,30093,11676,4818,471,2008
ID,adams,16003,728,1517,75,2008
NE,kearney,31099,876,2224,50,2008
OH,darke,39037,7964,17290,539,2008
MD,frederick,24021,54013,55170,2003,2008
VA,alexandria city,51510,50473,19181,710,2008
TX,cottle,48101,187,509,9,2008
MN,dakota,27037,116778,104364,4330,2008
SD,hand,46059,718,1247,46,2008
TN,hamblen,47063,6807,15508,354,2008
OK,bryan,40013,4426,9307,0,2008
GA,cook,13075,2075,3782,46,2008
WV,upshur,54097,2925,5911,134,2008
WV,logan,54045,5873,7326,265,2008
TX,real,48385,375,1238,15,2008
VA,albemarle,51003,29729,20576,616,2008
VA,appomattox,51011,2641,4903,86,2008
TN,henry,47079,5153,8182,210,2008
KY,caldwell,21033,2212,3866,121,2008
TX,duval,48131,3298,1076,35,2008
IA,johnson,19103,51027,20732,1216,2008
MO,christian,29043,11883,25382,432,2008
KY,wolfe,21237,1493,1408,67,2008
UT,wasatch,49051,2892,5430,209,2008
ND,lamoure,38045,868,1310,63,2008
MO,adair,29001,5735,5891,245,2008
OK,pushmataha,40127,1265,3208,0,2008
MO,bollinger,29017,1690,3972,122,2008
AL,talladega,01121,13779,20112,313,2008
MS,lincoln,28085,5505,10781,116,2008
IN,shelby,18145,6987,10333,254,2008
NE,buffalo,31019,5867,13097,329,2008
MT,deer lodge,30023,3402,1502,170,2008
MI,allegan,26005,24165,30061,1053,2008
CA,san luis obispo,06079,68176,61055,3422,2008
TN,white,47185,3372,6103,172,2008
TX,lampasas,48281,1903,5651,80,2008
MI,montcalm,26117,13208,13291,552,2008
OH,lawrence,39087,11262,15415,517,2008
AR,independence,05063,3688,8255,356,2008
SD,custer,46033,1475,2909,123,2008
FL,suwannee,12121,4916,12534,212,2008
NC,onslow,37133,19499,30278,426,2008
WV,greenbrier,54025,5881,7567,278,2008
TX,kenedy,48261,108,94,0,2008
AL,madison,01089,64117,86965,1817,2008
LA,la salle parish,22059,860,5602,91,2008
GA,mitchell,13205,3872,4201,47,2008
AR,sevier,05133,1291,3125,164,2008
WI,vilas,55125,6491,7055,204,2008
TX,franklin,48159,1036,3392,63,2008
OR,umatilla,41059,9484,15254,785,2008
VA,dickenson,51051,3278,3324,151,2008
CO,jackson,08057,277,624,12,2008
NE,saunders,31155,3767,6188,257,2008
CO,mineral,08079,270,334,19,2008
TN,stewart,47161,2470,2956,81,2008
NV,clark,32003,380765,257078,9647,2008
NY,montgomery,36057,9080,10711,384,2008
MO,mercer,29129,519,1169,60,2008
ND,rolette,38079,3403,1045,86,2008
NJ,hudson,34017,154140,55360,1812,2008
OR,gilliam,41021,430,648,32,2008
NC,graham,37075,1265,2824,82,2008
ID,jerome,16053,1794,4897,156,2008
GA,bacon,13005,817,3089,32,2008
NC,durham,37063,103456,32353,1088,2008
MS,oktibbeha,28105,9326,9320,146,2008
IL,clinton,17027,7657,9357,300,2008
VA,roanoke,51161,19812,30571,592,2008
ND,walsh,38099,2325,2415,142,2008
KS,woodson,20207,512,1055,32,2008
OK,kay,40071,5463,13230,0,2008
NJ,salem,34033,16044,14816,503,2008
MS,copiah,28029,7710,6701,91,2008
TX,smith,48423,23726,55187,648,2008
OH,stark,39151,96990,86743,3812,2008
IA,polk,19153,120984,89668,3734,2008
KY,ballard,21007,1427,2537,96,2008
MS,coahoma,28027,7597,2917,54,2008
MS,leake,28079,4151,5148,60,2008
OR,polk,41053,17536,17714,957,2008
LA,washington parish,22117,6122,12215,287,2008
MI,saginaw,26145,60276,42225,1589,2008
TX,madison,48313,1146,2891,37,2008
MS,smith,28129,1968,6265,72,2008
IN,hendricks,18063,24548,39728,679,2008
MO,webster,29225,5685,10431,240,2008
CA,solano,06095,102095,56035,2843,2008
NC,alleghany,37005,2021,3124,118,2008
TN,grundy,47061,1971,2563,98,2008
SD,shannon,46113,2971,331,48,2008
NE,hamilton,31081,1332,3389,78,2008
MA,hampshire,25015,56869,20618,2083,2008
GA,haralson,13143,2248,8658,191,2008
OK,greer,40055,566,1548,0,2008
NC,craven,37049,19352,24901,345,2008
NY,seneca,36099,7422,7038,281,2008
SC,abbeville,45001,4593,6264,144,2008
PA,columbia,42037,13230,14477,356,2008
WY,park,56029,3757,10839,389,2008
MI,otsego,26137,5634,6752,230,2008
HI,maui,15009,39727,11154,908,2008
GA,charlton,13049,1197,2466,22,2008
KY,morgan,21175,1879,2396,104,2008
NM,lincoln,35027,3535,6001,160,2008
MT,phillips,30071,638,1423,62,2008
NM,catron,35003,664,1398,50,2008
GA,newton,13217,20827,20337,271,2008
MI,antrim,26009,6079,7506,267,2008
NC,forsyth,37067,91085,73674,1374,2008
FL,escambia,12033,61572,91411,1464,2008
AR,woodruff,05147,1412,1206,143,2008
MS,lee,28081,12021,22694,245,2008
DE,kent,10001,36392,29827,706,2008
TX,oldham,48359,102,813,5,2008
SD,turner,46125,1681,2538,133,2008
NC,martin,37117,6539,5957,45,2008
IN,posey,18129,5828,6804,139,2008
MI,luce,26095,1191,1490,59,2008
CA,del norte,06015,4323,4967,241,2008
MN,winona,27169,16308,10975,652,2008
CO,cheyenne,08017,198,890,23,2008
MO,phelps,29161,7394,11706,338,2008
MT,lincoln,30053,3025,5704,498,2008
AL,marion,01093,2600,9536,219,2008
GA,upson,13293,4061,7291,69,2008
PA,forest,42053,1038,1366,40,2008
ID,nez perce,16069,7123,10357,343,2008
WI,rock,55105,50529,27364,1276,2008
MN,hubbard,27057,4872,6558,208,2008
SD,moody,46101,1663,1508,83,2008
TN,knox,47093,70215,113015,2856,2008
KY,madison,21151,12392,19694,451,2008
TX,kimble,48267,342,1487,14,2008
IL,richland,17159,3181,4329,140,2008
CA,san francisco,06075,322220,52292,8353,2008
MI,tuscola,26157,13503,13740,555,2008
TX,san jacinto,48407,2721,6151,86,2008
OH,hamilton,39061,225213,195530,4343,2008
MT,rosebud,30087,1919,1768,123,2008
WV,webster,54101,1552,1386,114,2008
GA,jackson,13157,4950,17776,234,2008
GA,wilkes,13317,2315,2705,32,2008
KS,clark,20025,245,897,17,2008
NC,pasquotank,37139,10272,7778,130,2008
NC,iredell,37097,27318,45148,696,2008
KY,knott,21119,2612,3070,138,2008
UT,emery,49015,973,3358,117,2008
TX,limestone,48293,2516,5079,57,2008
OK,oklahoma,40109,116182,163172,0,2008
TX,grayson,48181,13900,31136,441,2008
TX,gregg,48183,13166,29203,241,2008
TX,caldwell,48055,5403,6107,138,2008
FL,miami-dade,12086,499831,360551,3104,2008
WV,wyoming,54109,2735,4621,174,2008
LA,ouachita parish,22073,24813,41741,690,2008
VA,warren,51187,6997,8879,250,2008
SC,williamsburg,45089,11279,5004,160,2008
MT,dawson,30021,1593,2639,200,2008
NE,lancaster,31109,65734,59398,2358,2008
CA,kings,06031,14747,19710,651,2008
KS,sheridan,20179,254,1108,14,2008
OH,harrison,39067,3683,3872,232,2008
WI,dodge,55027,19183,23015,625,2008
NH,sullivan,33019,13249,9169,196,2008
GA,fannin,13111,2611,7807,166,2008
TX,throckmorton,48447,166,671,1,2008
IL,brown,17009,986,1544,39,2008
TX,archer,48009,740,3595,30,2008
OH,scioto,39145,14926,16994,651,2008
MI,isabella,26073,16679,11220,451,2008
MI,gratiot,26057,9105,8322,311,2008
TX,collin,48085,109047,184897,2639,2008
IN,daviess,18027,3370,7098,118,2008
NM,guadalupe,35019,1557,620,19,2008
KY,green,21087,1204,3785,90,2008
TN,marion,47115,13058,20288,421,2008
AL,lamar,01075,1614,5419,42,2008
AL,jefferson,01073,166121,149921,2482,2008
GA,pike,13231,1575,6547,81,2008
FL,putnam,12107,13236,19637,298,2008
NM,mora,35033,2168,569,23,2008
NC,bladen,37017,7853,7532,95,2008
AR,boone,05009,4435,10575,464,2008
WY,teton,56039,7472,4565,279,2008
AL,chilton,01021,3674,13960,151,2008
KS,sherman,20181,688,1959,57,2008
TX,red river,48387,1539,3461,52,2008
TX,mcmullen,48311,132,400,5,2008
SD,yankton,46135,4838,5039,257,2008
AL,bibb,01007,2299,6262,83,2008
UT,millard,49027,758,3653,328,2008
KY,rowan,21205,4074,3907,173,2008
KY,laurel,21125,4618,17660,222,2008
MS,sharkey,28125,1907,873,15,2008
IL,sangamon,17167,51300,46945,1583,2008
KY,whitley,21235,3484,10015,205,2008
GA,butts,13035,3065,5947,79,2008
MN,kanabec,27065,3743,4479,277,2008
IA,decatur,19053,1986,2020,96,2008
CO,douglas,08035,61960,88108,1751,2008
CO,saguache,08109,1730,953,64,2008
IL,hardin,17069,892,1330,33,2008
OK,seminole,40133,2977,5600,0,2008
TX,presidio,48377,1252,489,16,2008
NJ,cumberland,34011,34919,22360,786,2008
OK,pittsburg,40121,5457,11752,0,2008
MD,howard,24027,87120,55393,2720,2008
SD,bon homme,46009,1367,1712,96,2008
FL,nassau,12089,10618,27403,283,2008
OK,cleveland,40027,39681,64749,0,2008
VA,bath,51017,1043,1349,40,2008
MI,wayne,26163,660085,219582,10659,2008
ND,pierce,38069,792,1301,46,2008
KS,morton,20129,229,1153,20,2008
MO,howell,29091,5736,10982,311,2008
MS,leflore,28083,8914,4105,62,2008
TX,ward,48475,899,2667,36,2008
IA,monroe,19135,1798,2000,75,2008
CA,tehama,06103,8945,14843,648,2008
AR,dallas,05039,1471,1757,90,2008
TX,colorado,48089,2508,5795,50,2008
IN,allen,18003,71263,77793,1268,2008
AL,cullman,01043,5864,28896,545,2008
IN,porter,18127,39178,33857,881,2008
NC,nash,37127,23099,23728,291,2008
VA,greensville,51081,3122,1729,36,2008
OH,brown,39015,7503,12192,418,2008
IN,wabash,18169,5456,8238,177,2008
MO,atchison,29005,1000,1936,40,2008
KY,barren,21009,5434,11133,240,2008
OH,clermont,39025,31611,62559,1310,2008
SC,lexington,45063,33303,74960,1249,2008
TX,kendall,48259,3599,12971,176,2008
WY,sweetwater,56037,5762,10360,581,2008
MN,kittson,27069,1492,1016,60,2008
TN,bedford,47003,5027,10217,263,2008
MI,grand traverse,26055,23258,24716,759,2008
NE,dodge,31053,6689,8557,304,2008
IL,jasper,17079,2063,2964,104,2008
KY,fulton,21075,1238,1530,57,2008
FL,wakulla,12129,5311,8877,188,2008
FL,washington,12133,2863,8178,90,2008
OK,mcclain,40087,3551,11193,0,2008
GA,cobb,13067,141216,170957,3271,2008
IA,fremont,19071,1848,1989,57,2008
MD,dorchester,24019,6912,8168,194,2008
VA,james city,51095,17352,20912,339,2008
MT,musselshell,30065,636,1581,89,2008
IA,des moines,19057,12462,7721,387,2008
MN,wabasha,27157,5646,5935,312,2008
OH,fulton,39051,9900,11689,384,2008
VA,northumberland,51133,3312,4041,53,2008
MS,franklin,28037,1733,2909,43,2008
TN,wilson,47189,15886,34595,678,2008
TN,dyer,47045,4411,9859,180,2008
NC,lee,37105,10784,12775,229,2008
NC,montgomery,37123,4926,6155,129,2008
LA,franklin parish,22041,2961,6278,119,2008
TX,hudspeth,48229,430,458,10,2008
NY,rensselaer,36083,39753,32840,1393,2008
AL,macon,01087,9450,1396,31,2008
IA,keokuk,19107,2518,2712,131,2008
KS,ellis,20051,4010,8207,230,2008
GA,camden,13039,6482,10502,100,2008
WI,douglas,55031,15830,7835,401,2008
KS,crawford,20037,7957,7735,383,2008
KY,lyon,21143,1577,2220,58,2008
GA,stephens,13257,2705,7689,123,2008
TX,andrews,48003,790,3816,23,2008
GA,tattnall,13267,1932,4730,52,2008
VA,fauquier,51061,14616,19227,376,2008
OK,cotton,40033,690,1793,0,2008
GA,pierce,13229,1253,5500,38,2008
PA,york,42133,82839,109268,2103,2008
SD,potter,46107,482,937,21,2008
TX,jim hogg,48247,1336,472,7,2008
IN,spencer,18147,5039,5001,141,2008
AL,lauderdale,01077,13329,24068,707,2008
PA,northumberland,42097,14329,19018,592,2008
IA,story,19169,26548,18995,1032,2008
SC,richland,45079,105656,57941,1440,2008
TX,terrell,48443,186,323,10,2008
NY,cayuga,36011,18128,15243,651,2008
OH,knox,39083,11014,16640,577,2008
GA,jasper,13159,1935,3916,53,2008
GA,bibb,13021,38987,27037,344,2008
NC,ashe,37009,4872,7916,281,2008
TN,jackson,47087,2224,2185,92,2008
WY,natrona,56025,10475,21906,886,2008
IA,crawford,19047,3715,3345,131,2008
OH,ross,39141,14455,16759,626,2008
SD,pennington,46103,17802,27603,875,2008
PA,adams,42001,17633,26349,509,2008
WV,monroe,54063,2014,3397,164,2008
CA,san bernardino,06071,315720,277408,13206,2008
NE,sheridan,31161,454,1941,67,2008
NY,oswego,36075,24777,23571,1001,2008
KS,gray,20069,436,1643,40,2008
TX,san patricio,48409,8854,12404,138,2008
NC,stanly,37167,8878,19329,299,2008
IL,shelby,17173,4245,6396,227,2008
PA,tioga,42117,6390,11326,268,2008
OR,curry,41015,5230,6646,456,2008
CO,delta,08029,5084,10067,283,2008
VA,radford city,51750,2930,2418,81,2008
MS,humphreys,28053,3634,1462,30,2008
KS,franklin,20059,4433,7079,227,2008
OR,harney,41025,950,2595,138,2008
MO,mississippi,29133,2247,3034,75,2008
MS,prentiss,28117,3020,7703,221,2008
ME,aroostook,23003,19345,15898,751,2008
IL,jackson,17077,15248,9687,597,2008
MN,traverse,27155,1043,933,59,2008
UT,grand,49019,2067,1871,139,2008
OK,cimarron,40025,152,1119,0,2008
MO,ralls,29173,2041,2987,56,2008
IA,boone,19015,7356,6293,280,2008
NJ,atlantic,34001,67830,49902,1310,2008
SD,dewey,46041,1328,659,32,2008
MN,scott,27139,29208,36724,1200,2008
MO,johnson,29101,9480,12183,417,2008
IL,mcdonough,17109,6783,6055,204,2008
KS,elk,20049,363,1042,29,2008
WI,jackson,55053,5572,3552,127,2008
OH,holmes,39075,3141,7720,252,2008
NC,franklin,37069,13085,13273,281,2008
AR,saint francis,05123,5486,3917,102,2008
TX,lynn,48305,627,1473,16,2008
KY,hopkins,21107,7104,11916,328,2008
MN,rice,27131,17381,13723,695,2008
AR,lee,05077,2263,1454,46,2008
AL,geneva,01061,2134,9417,106,2008
CA,calaveras,06009,9813,12835,658,2008
IN,jennings,18079,5312,6261,266,2008
KY,bracken,21023,1241,2066,92,2008
AR,izard,05065,1792,3193,233,2008
KS,clay,20027,1009,2998,47,2008
WV,braxton,54007,2704,2629,75,2008
FL,bay,12005,23653,56683,791,2008
KY,boone,21015,16292,33812,670,2008
WI,brown,55009,67269,55854,1631,2008
CA,plumas,06063,4715,6035,278,2008
CO,san miguel,08113,3349,933,68,2008
NY,chemung,36015,18888,19364,443,2008
IA,louisa,19115,2523,2314,83,2008
VA,salem city,51775,5164,7088,154,2008
MS,noxubee,28103,5030,1525,34,2008
NY,clinton,36019,20216,12579,542,2008
IL,kankakee,17091,24750,22527,739,2008
SC,laurens,45059,10578,15334,370,2008
MS,holmes,28051,7765,1714,64,2008
NE,garden,31069,283,844,11,2008
VA,madison,51113,2862,3758,79,2008
WY,albany,56001,8644,7936,537,2008
NE,morrill,31123,557,1725,69,2008
MO,bates,29013,3271,4833,179,2008
GA,cherokee,13057,22350,70279,1143,2008
NE,greeley,31077,458,715,26,2008
IN,gibson,18051,6455,8449,191,2008
VA,williamsburg city,51830,4328,2353,106,2008
MS,tunica,28143,3279,1017,36,2008
TX,hall,48191,324,930,10,2008
SC,newberry,45071,6708,9616,200,2008
IL,adams,17001,11794,18711,318,2008
CO,lincoln,08073,546,1717,41,2008
PA,armstrong,42005,11138,18542,401,2008
NE,cass,31025,4753,7120,249,2008
NC,cleveland,37045,17363,26078,394,2008
AL,mobile,01097,82181,98049,1194,2008
NC,cumberland,37051,74693,52151,731,2008
IL,jo daviess,17085,6403,5170,177,2008
VA,fluvanna,51065,6185,6420,130,2008
TX,dawson,48115,1152,2906,38,2008
TX,brazoria,48039,36480,67515,945,2008
NY,chenango,36017,10100,10337,410,2008
NC,tyrrell,37177,933,960,17,2008
TX,walker,48471,7334,11623,189,2008
MI,ontonagon,26131,1966,1823,96,2008
FL,okaloosa,12091,25872,68789,868,2008
FL,bradford,12007,3430,8136,110,2008
CA,marin,06041,109320,28384,2493,2008
KS,shawnee,20177,41235,41476,1466,2008
ME,oxford,23017,17940,12863,847,2008
IA,jefferson,19101,5070,3324,237,2008
IL,cass,17017,2690,2617,101,2008
OH,franklin,39049,334709,218486,7130,2008
MN,sibley,27143,2998,4492,239,2008
NY,washington,36115,12741,12533,456,2008
KS,phillips,20147,525,2105,37,2008
TN,putnam,47141,9739,17101,476,2008
GA,franklin,13119,1914,6069,90,2008
IA,iowa,19095,4202,4188,156,2008
