county,county,fips_code,dem_2016,gop_2016,oth_2016,2016
WI,green,55045,9121,8693,977,2016
FL,hendry,12051,4610,6192,304,2016
NY,ontario,36069,20233,24343,3088,2016
KS,barber,20007,281,1822,106,2016
NM,eddy,35015,5008,13124,1391,2016
ID,lewis,16061,270,1202,118,2016
MD,wicomico,24045,16327,20832,1563,2016
TX,guadalupe,48187,18308,36495,2417,2016
VA,norton city,51720,383,1021,52,2016
SD,aurora,46003,340,974,93,2016
CO,la plata,08067,15300,12471,2951,2016
VA,norfolk city,51710,51429,19875,3868,2016
ID,clearwater,16035,704,2852,245,2016
NY,jefferson,36045,12289,19947,2027,2016
NH,cheshire,33005,22064,16876,2140,2016
TX,wharton,48481,4238,10149,320,2016
MI,ingham,26065,81266,44354,7858,2016
IA,jasper,19099,7108,10556,1112,2016
CA,lake,06033,6240,5752,1053,2016
LA,west feliciana parish,22125,2247,3390,161,2016
ND,mcintosh,38051,233,1095,95,2016
WI,forest,55041,1583,2787,137,2016
WA,san juan,53055,6735,2523,801,2016
MN,beltrami,27007,8688,10783,1845,2016
VA,dinwiddie,51053,5765,7447,321,2016
ND,nelson,38063,536,1025,133,2016
KS,graham,20065,185,1013,67,2016
NY,herkimer,36043,7289,15664,1308,2016
GA,fayette,13113,23255,35034,2098,2016
ME,franklin,23007,7001,7900,1481,2016
ND,grant,38037,187,1098,76,2016
OK,canadian,40017,11666,39969,3615,2016
GA,clay,13061,697,566,8,2016
VA,roanoke city,51770,23403,16045,2280,2016
GA,miller,13201,622,1888,30,2016
TX,frio,48163,1401,1232,50,2016
IL,stark,17175,748,1777,182,2016
TX,king,48269,5,149,5,2016
MT,yellowstone,30111,21117,38675,4883,2016
NE,madison,31119,2663,10518,775,2016
RI,washington,44009,33511,27074,3575,2016
NE,pawnee,31133,279,970,65,2016
SD,day,46037,974,1627,146,2016
IL,kendall,17093,23392,24152,3271,2016
IA,cass,19029,1946,4755,354,2016
AZ,navajo,04017,15362,18165,1882,2016
ID,bannock,16005,10342,17180,5883,2016
TN,lawrence,47099,2821,12419,418,2016
CO,pueblo,08101,27945,27746,4421,2016
CO,fremont,08043,5275,15066,1539,2016
FL,glades,12043,1271,2996,88,2016
GA,dougherty,13095,23224,10227,474,2016
GA,irwin,13155,890,2711,58,2016
NE,frontier,31063,161,1106,43,2016
NY,greene,36039,6370,11546,953,2016
LA,lafayette parish,22055,32726,68191,4682,2016
OH,hardin,39065,2870,8541,603,2016
WY,washakie,56043,532,2911,272,2016
WI,rusk,55107,2171,4564,294,2016
MN,fillmore,27045,3872,6271,833,2016
MO,cole,29051,10907,24610,1744,2016
GA,decatur,13087,4104,6009,125,2016
IL,fulton,17057,6118,8482,1009,2016
LA,iberia parish,22045,10698,20903,853,2016
SD,charles mix,46023,935,2382,116,2016
SD,hyde,46069,125,543,22,2016
GA,union,13291,1962,9849,228,2016
IL,macoupin,17117,6532,14194,1155,2016
KY,elliott,21063,740,2000,107,2016
NM,taos,35055,10550,2706,1816,2016
SD,deuel,46039,570,1366,144,2016
IA,butler,19023,2163,4918,376,2016
NC,swain,37173,2186,3557,239,2016
TX,mcculloch,48307,480,2546,60,2016
OK,le flore,40079,3245,13346,608,2016
MS,grenada,28043,4386,5940,116,2016
TX,hopkins,48223,2508,10704,264,2016
KY,clark,21049,4706,10710,777,2016
PA,wyoming,42131,3573,8375,470,2016
KS,lyon,20111,4456,6354,935,2016
TN,hardeman,47069,4174,4912,156,2016
WV,lincoln,54043,1435,5257,296,2016
GA,henry,13151,49902,45641,2494,2016
KS,lane,20101,104,684,43,2016
TX,glasscock,48173,34,553,15,2016
CA,san mateo,06081,163084,40809,9822,2016
ND,bowman,38011,227,1445,97,2016
VA,buchanan,51027,1721,7292,207,2016
WY,crook,56011,271,3347,153,2016
IL,winnebago,17201,52595,53922,6510,2016
VA,fredericksburg city,51630,6690,3731,714,2016
TX,leon,48289,909,6391,107,2016
WI,vernon,55123,6351,6994,848,2016
IL,menard,17129,1808,4230,385,2016
TX,mills,48333,242,1949,47,2016
KY,anderson,21005,2634,8242,538,2016
NC,mitchell,37121,1585,6225,138,2016
IA,washington,19183,3938,6170,716,2016
NE,fillmore,31059,610,2100,169,2016
ID,camas,16025,110,410,79,2016
IL,williamson,17199,8539,21503,1380,2016
SC,fairfield,45039,6936,4024,292,2016
AL,lawrence,01079,3611,10732,280,2016
FL,highlands,12055,14901,29509,1179,2016
IA,guthrie,19077,1720,3603,331,2016
NE,scotts bluff,31157,3151,9952,792,2016
MO,washington,29221,1926,7047,306,2016
WA,yakima,53077,20039,29592,2619,2016
MO,mcdonald,29119,1329,6599,305,2016
KY,gallatin,21077,749,2443,142,2016
TX,yoakum,48501,426,1797,76,2016
PA,pike,42103,9247,16035,784,2016
MO,dade,29057,637,3184,130,2016
TX,rusk,48401,3935,14675,384,2016
KS,osborne,20141,231,1437,85,2016
IA,webster,19187,6293,10049,897,2016
PA,lebanon,42075,17860,38804,2242,2016
KS,labette,20099,2234,5232,453,2016
TX,cochran,48079,190,679,32,2016
MD,harford,24025,43803,74261,6160,2016
FL,charlotte,12015,33421,60196,2706,2016
GA,brooks,13027,2504,3679,85,2016
MO,franklin,29071,12339,35420,2286,2016
OR,sherman,41055,202,726,55,2016
CA,nevada,06057,16199,14686,2373,2016
TN,dekalb,47041,1566,5164,210,2016
MI,midland,26111,15655,23877,2847,2016
NJ,essex,34013,231031,62059,6718,2016
KY,martin,21159,363,3503,85,2016
IA,ida,19093,792,2655,143,2016
OH,lorain,39093,64958,65346,6350,2016
SC,bamberg,45009,3886,2197,112,2016
TN,robertson,47147,6634,19393,1015,2016
TN,trousdale,47169,943,2099,100,2016
MO,saint charles,29183,68225,120899,10389,2016
WV,gilmer,54021,537,1889,102,2016
NC,hyde,37095,956,1275,42,2016
TN,mcminn,47107,3507,14673,514,2016
KY,meade,21163,3026,8660,537,2016
KS,harvey,20079,5006,8503,1031,2016
WI,iowa,55049,6669,4809,645,2016
NY,suffolk,36103,276953,328403,20364,2016
VA,portsmouth city,51740,28462,12773,1765,2016
SD,edmunds,46045,380,1433,105,2016
ID,teton,16081,2157,2161,648,2016
GA,polk,13233,2863,11006,289,2016
OH,summit,39153,129922,109531,10484,2016
WA,lincoln,53043,1222,4056,351,2016
VA,winchester city,51840,5161,4786,627,2016
WA,benton,53005,23160,42071,5268,2016
GA,gordon,13129,3176,15171,503,2016
MN,swift,27151,1679,2962,327,2016
IA,howard,19089,1674,2611,222,2016
IA,muscatine,19139,8284,9549,1253,2016
UT,uintah,49047,988,9745,1981,2016
IN,parke,18121,1441,4863,272,2016
AZ,graham,04009,3301,8025,613,2016
KY,campbell,21037,14658,25050,2763,2016
CO,arapahoe,08005,148365,109638,23655,2016
NC,washington,37187,3490,2560,65,2016
WI,portage,55097,18524,17310,2289,2016
MO,audrain,29007,2567,6981,495,2016
MN,cottonwood,27033,1678,3679,340,2016
VA,loudoun,51107,99909,69633,10723,2016
VA,orange,51137,5955,10511,691,2016
NE,keith,31101,560,3203,182,2016
CO,gilpin,08047,1634,1564,376,2016
KY,magoffin,21153,1172,3824,117,2016
OH,highland,39071,3436,13005,607,2016
WI,dane,55025,217506,71270,15953,2016
VA,lunenburg,51111,2226,3206,145,2016
WA,pacific,53049,3900,4444,528,2016
MN,benton,27009,5640,12872,1399,2016
PA,perry,42099,4630,15613,910,2016
AR,calhoun,05013,636,1554,60,2016
KS,norton,20137,277,1808,105,2016
OK,washington,40147,5047,15810,1351,2016
ME,penobscot,23019,32832,41601,5795,2016
OH,ashland,39005,5659,17169,1246,2016
MN,lac qui parle,27073,1301,2294,240,2016
CO,routt,08107,7487,5149,1136,2016
MO,montgomery,29139,1118,4124,182,2016
WV,roane,54087,1220,3772,242,2016
AR,greene,05055,3056,10698,668,2016
MN,blue earth,27013,14428,15667,3161,2016
OK,carter,40019,4002,13751,780,2016
KS,greenwood,20073,484,2146,181,2016
IL,gallatin,17059,656,1942,93,2016
PA,greene,42059,4157,10394,404,2016
MS,attala,28007,2847,4288,107,2016
VA,sussex,51183,2874,2055,107,2016
WI,washington,55131,20854,51729,3663,2016
MN,mower,27099,7444,8826,1317,2016
AL,sumter,01119,4739,1581,71,2016
AL,lowndes,01085,4882,1751,43,2016
TX,culberson,48109,454,280,28,2016
IL,grundy,17063,8021,13417,1453,2016
TN,chester,47023,902,3827,121,2016
SD,jackson,46071,323,722,50,2016
MD,baltimore,24005,189437,131009,14571,2016
TX,tarrant,48439,288001,345683,29148,2016
ND,ramsey,38071,1505,3216,497,2016
KS,mcpherson,20113,3183,8407,853,2016
KS,jewell,20089,180,1204,99,2016
OR,washington,41067,137818,75903,18313,2016
OK,garvin,40049,1852,8243,436,2016
GA,mcduffie,13189,3699,5432,137,2016
TN,cheatham,47021,3877,11295,651,2016
NY,onondaga,36067,102915,78277,10770,2016
CO,broomfield,08014,19530,14272,3540,2016
IN,crawford,18025,1323,3013,255,2016
MS,greene,28041,956,4309,60,2016
OH,licking,39089,26360,49346,3693,2016
IA,buchanan,19019,3966,5504,667,2016
NC,vance,37181,12168,7304,290,2016
LA,madison parish,22065,2744,1927,61,2016
GA,lowndes,13185,14614,21308,891,2016
CO,boulder,08013,124715,38766,13254,2016
KS,rooks,20163,273,1999,106,2016
NC,buncombe,37021,74937,55339,4231,2016
TX,gonzales,48177,1567,4580,157,2016
FL,manatee,12081,71066,101681,5774,2016
SD,lawrence,46081,3356,7411,1075,2016
KY,nicholas,21181,787,1957,93,2016
ND,emmons,38029,215,1672,72,2016
KS,montgomery,20125,2557,8466,600,2016
MN,crow wing,27035,10982,22287,2299,2016
NY,orange,36071,63037,72129,5587,2016
NY,queens,36081,473389,138550,15082,2016
NE,webster,31181,306,1320,61,2016
KS,sedgwick,20173,66716,101319,12715,2016
GA,warren,13301,1313,991,28,2016
WI,bayfield,55007,4953,4125,413,2016
NY,putnam,36079,17363,25241,1582,2016
MS,wayne,28153,3493,5957,84,2016
MN,martin,27091,2733,7062,674,2016
VA,charles city,51036,2244,1381,120,2016
WI,lincoln,55069,5370,8400,793,2016
TX,cooke,48097,2345,13174,375,2016
ME,washington,23029,6358,9037,1164,2016
TN,sullivan,47163,11910,45577,2373,2016
IA,dubuque,19061,22774,23384,2879,2016
KY,marion,21155,2679,5122,307,2016
VA,washington,51191,5548,19309,858,2016
NM,curry,35009,2776,7560,956,2016
CA,modoc,06049,798,2413,148,2016
VA,caroline,51033,6425,7143,621,2016
VA,patrick,51141,1768,6454,267,2016
IA,sac,19161,1269,3692,197,2016
IL,mercer,17131,3061,4800,556,2016
WI,barron,55005,7881,13595,1038,2016
MI,oceana,26127,3973,7228,702,2016
ID,lincoln,16063,360,1184,204,2016
MO,cooper,29053,1932,5623,421,2016
WA,okanogan,53047,2630,4048,383,2016
AL,pickens,01107,3972,5454,68,2016
OR,deschutes,41017,40222,43667,6695,2016
SD,davison,46035,2355,5157,440,2016
OR,josephine,41033,13223,26582,2808,2016
IL,cumberland,17035,1028,4200,285,2016
OK,jefferson,40067,365,1905,75,2016
IL,marshall,17123,1784,3776,343,2016
NM,mckinley,35031,13162,4893,2736,2016
MS,simpson,28127,3871,7393,152,2016
NE,cuming,31039,712,3095,181,2016
VA,galax city,51640,680,1603,80,2016
SD,mellette,46095,238,402,43,2016
IA,madison,19121,2666,5336,521,2016
IN,carroll,18015,1891,6273,445,2016
VA,rockingham,51165,9361,25269,1906,2016
TN,humphreys,47085,1967,4928,244,2016
FL,santa rosa,12113,18398,65126,3908,2016
SD,mcpherson,46089,192,892,53,2016
IN,floyd,18043,13939,21427,1859,2016
VA,amherst,51009,4986,9643,535,2016
FL,citrus,12017,22765,54377,2448,2016
MT,silver bow,30093,8545,6252,1325,2016
ID,adams,16003,415,1556,212,2016
NE,kearney,31099,550,2519,173,2016
OH,darke,39037,4395,19698,907,2016
MD,frederick,24021,51891,56472,6599,2016
VA,alexandria city,51510,57147,13241,3996,2016
TX,cottle,48101,84,486,13,2016
MN,dakota,27037,110251,99624,18784,2016
SD,hand,46059,334,1391,93,2016
TN,hamblen,47063,4075,15839,665,2016
OK,bryan,40013,2793,10449,533,2016
GA,cook,13075,1752,4175,111,2016
WV,upshur,54097,1763,6971,446,2016
WV,logan,54045,2082,9866,367,2016
TX,real,48385,262,1382,34,2016
VA,albemarle,51003,33297,19232,3605,2016
VA,appomattox,51011,2023,5714,217,2016
TN,henry,47079,3061,9483,343,2016
KY,caldwell,21033,1260,4507,205,2016
TX,duval,48131,2783,1316,60,2016
IA,johnson,19103,49942,20993,4702,2016
MO,christian,29043,8505,30941,1948,2016
KY,wolfe,21237,753,1804,77,2016
UT,wasatch,49051,2800,5627,2722,2016
ND,lamoure,38045,500,1475,140,2016
MO,adair,29001,3495,6019,623,2016
OK,pushmataha,40127,748,3581,154,2016
MO,bollinger,29017,705,4827,137,2016
AL,talladega,01121,12108,20596,514,2016
MS,lincoln,28085,4458,10550,185,2016
IN,shelby,18145,4247,12718,970,2016
NE,buffalo,31019,4690,14424,1363,2016
MT,deer lodge,30023,2018,1736,345,2016
MI,allegan,26005,17932,33812,3409,2016
CA,san luis obispo,06079,53911,44981,7129,2016
TN,white,47185,1842,7657,277,2016
TX,lampasas,48281,1479,6371,299,2016
MI,montcalm,26117,7874,16907,1775,2016
OH,lawrence,39087,6849,18240,860,2016
AR,independence,05063,2878,9925,640,2016
SD,custer,46033,1120,3290,306,2016
FL,suwannee,12121,3955,14281,439,2016
NC,onslow,37133,17156,36342,1866,2016
WV,greenbrier,54025,3743,9499,742,2016
TX,kenedy,48261,99,84,3,2016
AL,madison,01089,62435,89199,7839,2016
LA,la salle parish,22059,605,5835,128,2016
GA,mitchell,13205,3492,4272,93,2016
AR,sevier,05133,1075,3281,161,2016
WI,vilas,55125,4769,8169,515,2016
TX,franklin,48159,665,3583,108,2016
OR,umatilla,41059,7466,16775,1875,2016
VA,dickenson,51051,1335,4932,138,2016
CO,jackson,08057,171,628,63,2016
NE,saunders,31155,2509,7486,603,2016
CO,mineral,08079,237,344,71,2016
TN,stewart,47161,1222,3864,197,2016
NV,clark,32003,401068,319571,44782,2016
NY,montgomery,36057,5961,10579,898,2016
MO,mercer,29129,216,1486,37,2016
ND,rolette,38079,2097,1210,355,2016
NJ,hudson,34017,149980,45615,5830,2016
OR,gilliam,41021,221,632,84,2016
NC,graham,37075,761,3260,73,2016
ID,jerome,16053,2117,7347,1203,2016
GA,bacon,13005,607,3356,47,2016
NC,durham,37063,118783,27879,3881,2016
MS,oktibbeha,28105,7851,7671,629,2016
IL,clinton,17027,3939,12394,935,2016
VA,roanoke,51161,16787,30857,2505,2016
ND,walsh,38099,1166,2991,386,2016
KS,woodson,20207,270,1063,87,2016
OK,kay,40071,3734,12168,893,2016
NJ,salem,34033,11766,16256,1198,2016
MS,copiah,28029,6203,5576,127,2016
TX,smith,48423,22128,58631,2402,2016
OH,stark,39151,66581,96345,7942,2016
IA,polk,19153,119671,93421,15328,2016
KY,ballard,21007,816,3161,120,2016
MS,coahoma,28027,6378,2426,108,2016
MS,leake,28079,3579,4775,82,2016
OR,polk,41053,15741,18333,2956,2016
LA,washington parish,22117,5690,12552,380,2016
MI,saginaw,26145,44395,45469,4334,2016
TX,madison,48313,881,3349,53,2016
MS,smith,28129,1598,5877,81,2016
IN,hendricks,18063,22595,48326,4337,2016
MO,webster,29225,3173,12829,688,2016
CA,solano,06095,87419,45641,8158,2016
NC,alleghany,37005,1300,3789,125,2016
TN,grundy,47061,998,3626,126,2016
SD,shannon,46113,2504,241,151,2016
NE,hamilton,31081,873,3763,266,2016
MA,hampshire,25015,54572,22089,5668,2016
GA,haralson,13143,1474,9579,264,2016
OK,greer,40055,323,1482,91,2016
NC,craven,37049,17481,27556,1194,2016
NY,seneca,36099,5175,6719,833,2016
SC,abbeville,45001,3712,6742,270,2016
PA,columbia,42037,8502,17387,1238,2016
WY,park,56029,2535,11115,984,2016
MI,otsego,26137,3556,8266,707,2016
HI,maui,15009,33479,13445,5018,2016
GA,charlton,13049,1004,2950,54,2016
KY,morgan,21175,1006,3628,132,2016
NM,lincoln,35027,2329,5889,638,2016
MT,phillips,30071,315,1715,117,2016
NM,catron,35003,426,1453,145,2016
GA,newton,13217,21936,20907,944,2016
MI,antrim,26009,4448,8469,655,2016
NC,forsyth,37067,92488,74793,5228,2016
FL,escambia,12033,57114,88370,6125,2016
AR,woodruff,05147,1117,1344,89,2016
MS,lee,28081,9635,21695,644,2016
DE,kent,10001,33347,36989,3917,2016
TX,oldham,48359,78,850,17,2016
SD,turner,46125,961,2937,252,2016
NC,martin,37117,5814,5874,164,2016
IN,posey,18129,3515,8393,540,2016
MI,luce,26095,681,1756,139,2016
CA,del norte,06015,2997,4370,582,2016
MN,winona,27169,11366,12122,2364,2016
CO,cheyenne,08017,127,905,44,2016
MO,phelps,29161,4761,12699,1039,2016
MT,lincoln,30053,2040,6720,490,2016
AL,marion,01093,1432,11273,207,2016
GA,upson,13293,3471,7288,165,2016
PA,forest,42053,626,1680,92,2016
ID,nez perce,16069,4828,10699,1668,2016
WI,rock,55105,39336,31483,4224,2016
MN,hubbard,27057,3432,7269,722,2016
SD,moody,46101,1042,1729,159,2016
TN,knox,47093,62861,105724,10681,2016
KY,madison,21151,11793,23431,2094,2016
TX,kimble,48267,206,1697,42,2016
IL,richland,17159,1579,5736,315,2016
CA,san francisco,06075,238772,27633,13512,2016
MI,tuscola,26157,7493,17421,1243,2016
TX,san jacinto,48407,2034,8050,221,2016
OH,hamilton,39061,207587,169972,17441,2016
MT,rosebud,30087,969,2211,177,2016
WV,webster,54101,554,2284,117,2016
GA,jackson,13157,4469,21754,834,2016
GA,wilkes,13317,1844,2569,57,2016
KS,clark,20025,118,813,52,2016
NC,pasquotank,37139,8455,8082,427,2016
NC,iredell,37097,24441,54164,2122,2016
KY,knott,21119,1245,4357,154,2016
UT,emery,49015,379,3402,482,2016
TX,limestone,48293,1748,5747,153,2016
OK,oklahoma,40109,112661,141429,19519,2016
TX,grayson,48181,10276,35274,1518,2016
TX,gregg,48183,11623,28693,1049,2016
TX,caldwell,48055,4663,6516,530,2016
FL,miami-dade,12086,623006,333666,21998,2016
WV,wyoming,54109,1061,6527,221,2016
LA,ouachita parish,22073,24420,41712,1855,2016
VA,warren,51187,5165,11762,864,2016
SC,williamsburg,45089,9949,4863,237,2016
MT,dawson,30021,786,3298,213,2016
NE,lancaster,31109,60533,60456,8814,2016
CA,kings,06031,9077,13158,1262,2016
KS,sheridan,20179,126,1186,50,2016
OH,harrison,39067,1663,5021,272,2016
WI,dodge,55027,13968,26643,2207,2016
NH,sullivan,33019,10210,10796,1095,2016
GA,fannin,13111,1920,9622,222,2016
TX,throckmorton,48447,84,715,9,2016
IL,brown,17009,475,1776,85,2016
TX,archer,48009,394,3785,90,2016
OH,scioto,39145,8841,19742,1035,2016
MI,isabella,26073,11404,12338,1602,2016
MI,gratiot,26057,5665,9878,899,2016
TX,collin,48085,139837,200395,16313,2016
IN,daviess,18027,1800,8545,391,2016
NM,guadalupe,35019,962,591,256,2016
KY,green,21087,832,4372,127,2016
TN,marion,47115,2829,7680,323,2016
AL,lamar,01075,1035,5819,77,2016
AL,jefferson,01073,151581,130614,7916,2016
GA,pike,13231,1239,7273,163,2016
FL,putnam,12107,9920,21873,859,2016
NM,mora,35033,1533,662,234,2016
NC,bladen,37017,7021,8511,211,2016
AR,boone,05009,2925,12225,762,2016
WY,teton,56039,7313,3920,943,2016
AL,chilton,01021,2909,15068,278,2016
KS,sherman,20181,340,2043,154,2016
TX,red river,48387,1148,3924,75,2016
TX,mcmullen,48311,40,454,3,2016
SD,yankton,46135,3301,5654,661,2016
AL,bibb,01007,1874,6733,141,2016
UT,millard,49027,429,3845,937,2016
KY,rowan,21205,3295,5174,360,2016
KY,laurel,21125,3440,20592,779,2016
MS,sharkey,28125,1290,619,17,2016
IL,sangamon,17167,40731,49823,5918,2016
KY,whitley,21235,2067,11312,386,2016
GA,butts,13035,2566,6717,194,2016
MN,kanabec,27065,2327,5230,568,2016
IA,decatur,19053,1201,2296,206,2016
CO,douglas,08035,67045,100178,15695,2016
CO,saguache,08109,1345,1109,253,2016
IL,hardin,17069,419,1650,64,2016
OK,seminole,40133,2067,5612,353,2016
TX,presidio,48377,1458,652,93,2016
NJ,cumberland,34011,27045,24213,1760,2016
OK,pittsburg,40121,3704,12740,806,2016
MD,howard,24027,93808,44792,7801,2016
SD,bon homme,46009,704,2105,165,2016
FL,nassau,12089,10849,34221,1467,2016
OK,cleveland,40027,38790,62469,8067,2016
VA,bath,51017,603,1548,92,2016
MI,wayne,26163,517022,228313,28648,2016
ND,pierce,38069,431,1433,156,2016
KS,morton,20129,145,970,45,2016
MO,howell,29091,2880,13888,647,2016
MS,leflore,28083,6677,2757,132,2016
TX,ward,48475,780,2541,92,2016
IA,monroe,19135,1053,2635,156,2016
CA,tehama,06103,5120,11429,928,2016
AR,dallas,05039,1165,1507,69,2016
TX,colorado,48089,1977,6323,180,2016
IN,allen,18003,55222,83801,6764,2016
AL,cullman,01043,3730,32734,814,2016
IN,porter,18127,33531,38719,4242,2016
NC,nash,37127,23024,23142,737,2016
VA,greensville,51081,2558,1737,68,2016
OH,brown,39015,4270,14257,612,2016
IN,wabash,18169,3018,9819,578,2016
MO,atchison,29005,541,2059,123,2016
KY,barren,21009,4275,13483,715,2016
OH,clermont,39025,26096,65960,4399,2016
SC,lexington,45063,35143,79866,6820,2016
TX,kendall,48259,3633,15663,640,2016
WY,sweetwater,56037,3233,12153,1275,2016
MN,kittson,27069,823,1349,191,2016
TN,bedford,47003,3384,11455,461,2016
MI,grand traverse,26055,20964,27412,3084,2016
NE,dodge,31053,4451,9736,772,2016
IL,jasper,17079,924,3973,207,2016
KY,fulton,21075,774,1549,58,2016
FL,wakulla,12129,4348,10507,489,2016
FL,washington,12133,2261,8630,253,2016
OK,mcclain,40087,2893,13151,795,2016
GA,cobb,13067,159416,152602,14406,2016
IA,fremont,19071,959,2401,194,2016
MD,dorchester,24019,5695,7938,401,2016
VA,james city,51095,19091,21284,2362,2016
MT,musselshell,30065,331,1961,112,2016
IA,des moines,19057,8178,9479,1056,2016
MN,wabasha,27157,3866,6989,909,2016
OH,fulton,39051,5981,13419,1293,2016
VA,northumberland,51133,2830,5089,257,2016
MS,franklin,28037,1471,2685,63,2016
TN,wilson,47189,14356,39304,2626,2016
TN,dyer,47045,2815,10175,300,2016
NC,lee,37105,10380,13625,671,2016
NC,montgomery,37123,4108,7070,271,2016
LA,franklin parish,22041,2506,6514,142,2016
TX,hudspeth,48229,324,503,44,2016
NY,rensselaer,36083,30039,31933,4019,2016
AL,macon,01087,7237,1394,117,2016
IA,keokuk,19107,1265,3385,208,2016
KS,ellis,20051,2669,8311,680,2016
GA,camden,13039,5914,12287,624,2016
WI,douglas,55031,11342,9657,1186,2016
KS,crawford,20037,5064,8394,946,2016
KY,lyon,21143,1045,2789,125,2016
GA,stephens,13257,1835,7682,243,2016
TX,andrews,48003,836,3925,165,2016
GA,tattnall,13267,1678,5092,109,2016
VA,fauquier,51061,12960,22110,2054,2016
OK,cotton,40033,424,2054,124,2016
GA,pierce,13229,903,6301,93,2016
PA,york,42133,67428,126933,8792,2016
SD,potter,46107,215,1069,51,2016
TX,jim hogg,48247,1635,430,54,2016
IN,spencer,18147,2861,6572,526,2016
AL,lauderdale,01077,9877,27735,1201,2016
PA,northumberland,42097,9184,24418,1369,2016
IA,story,19169,25085,19111,4714,2016
SC,richland,45079,108401,52753,8246,2016
TX,terrell,48443,140,287,10,2016
NY,cayuga,36011,12202,16194,1728,2016
OH,knox,39083,7959,18563,1246,2016
GA,jasper,13159,1544,4353,119,2016
GA,bibb,13021,34383,22589,1355,2016
NC,ashe,37009,3476,9353,331,2016
TN,jackson,47087,1129,3229,89,2016
WY,natrona,56025,6573,23523,2397,2016
IA,crawford,19047,1985,4608,269,2016
OH,ross,39141,9905,17833,1217,2016
SD,pennington,46103,14074,29804,3863,2016
PA,adams,42001,14077,31249,1812,2016
WV,monroe,54063,1089,4337,244,2016
CA,san bernardino,06071,258409,214698,25590,2016
NE,sheridan,31161,286,2192,87,2016
NY,oswego,36075,15614,25870,2638,2016
KS,gray,20069,257,1651,103,2016
TX,san patricio,48409,7825,13004,684,2016
NC,stanly,37167,7008,21788,655,2016
IL,shelby,17173,2279,8209,424,2016
PA,tioga,42117,3642,12928,764,2016
OR,curry,41015,4253,7157,753,2016
CO,delta,08029,4048,11584,1029,2016
VA,radford city,51750,2923,2637,472,2016
MS,humphreys,28053,2652,924,23,2016
KS,franklin,20059,2829,7025,804,2016
OR,harney,41025,682,2904,264,2016
MO,mississippi,29133,1458,3600,107,2016
MS,prentiss,28117,2067,7647,157,2016
ME,aroostook,23003,13377,19419,2167,2016
IL,jackson,17077,11619,10889,2001,2016
MN,traverse,27155,631,1050,110,2016
UT,grand,49019,1920,1924,583,2016
OK,cimarron,40025,70,962,45,2016
MO,ralls,29173,1138,3969,159,2016
IA,boone,19015,5517,7458,1009,2016
NJ,atlantic,34001,54472,47882,3384,2016
SD,dewey,46041,887,723,97,2016
MN,scott,27139,28502,39948,5940,2016
MO,johnson,29101,5924,13702,1461,2016
IL,mcdonough,17109,5278,6789,843,2016
KS,elk,20049,160,1048,51,2016
WI,jackson,55053,3821,4907,474,2016
OH,holmes,39075,1766,8578,479,2016
NC,franklin,37069,12811,16320,771,2016
AR,saint francis,05123,4031,3195,186,2016
TX,lynn,48305,403,1546,48,2016
KY,hopkins,21107,4310,15277,738,2016
MN,rice,27131,14437,15429,2351,2016
AR,lee,05077,1735,1229,40,2016
AL,geneva,01061,1522,9967,170,2016
CA,calaveras,06009,6740,11064,1225,2016
IN,jennings,18079,2364,8222,529,2016
KY,bracken,21023,705,2711,106,2016
AR,izard,05065,1111,4042,243,2016
KS,clay,20027,665,2831,231,2016
WV,braxton,54007,1315,3516,232,2016
FL,bay,12005,21689,62010,3452,2016
KY,boone,21015,15026,39082,3442,2016
WI,brown,55009,53358,67192,6947,2016
CA,plumas,06063,3224,5079,527,2016
CO,san miguel,08113,2960,1030,321,2016
NY,chemung,36015,12394,19025,1776,2016
IA,louisa,19115,1643,3060,240,2016
VA,salem city,51775,4212,7225,692,2016
MS,noxubee,28103,4330,1181,27,2016
NY,clinton,36019,13446,13181,1751,2016
IL,kankakee,17091,18908,25081,2567,2016
SC,laurens,45059,8845,16770,859,2016
MS,holmes,28051,5820,1151,74,2016
NE,garden,31069,153,869,41,2016
VA,madison,51113,2202,4418,314,2016
WY,albany,56001,6888,7601,1931,2016
NE,morrill,31123,282,1788,96,2016
MO,bates,29013,1617,6000,404,2016
GA,cherokee,13057,25203,80611,5011,2016
NE,greeley,31077,210,911,44,2016
IN,gibson,18051,3720,11079,673,2016
VA,williamsburg city,51830,5199,1921,414,2016
MS,tunica,28143,2577,840,46,2016
TX,hall,48191,164,891,34,2016
SC,newberry,45071,6212,10011,572,2016
IL,adams,17001,7633,22732,1405,2016
CO,lincoln,08073,399,1873,130,2016
PA,armstrong,42005,6849,22676,921,2016
NE,cass,31025,3461,8388,760,2016
NC,cleveland,37045,14896,28394,847,2016
AL,mobile,01097,68429,91087,3871,2016
NC,cumberland,37051,70523,50593,3286,2016
IL,jo daviess,17085,4452,6113,612,2016
VA,fluvanna,51065,5751,7018,723,2016
TX,dawson,48115,835,2636,91,2016
TX,brazoria,48039,43075,72653,4568,2016
NY,chenango,36017,5943,11024,1146,2016
NC,tyrrell,37177,705,968,27,2016
TX,walker,48471,6085,12878,720,2016
MI,ontonagon,26131,1175,2069,176,2016
FL,okaloosa,12091,23711,71788,5158,2016
FL,bradford,12007,2924,8913,261,2016
CA,marin,06041,69518,14214,4383,2016
KS,shawnee,20177,33270,35349,5029,2016
